PART_NUMBER,PART_SEG,PART_DESCRIPTION,PART_CATEGORY
PAN-VM-300-PERP-BND2-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 5 year, Renewal",
PAN-VM-300-PERP-BND2-PREMUSG-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support",
PAN-VM-300-PERP-BND2-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 1 year, Renewal",
PAN-VM-300-PERP-BND2-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 3 year",
PAN-VM-300-PERP-BND2-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 3 year, Renewal",
PAN-VM-300-PERP-BND2-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-300, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 5 year",
,PALO,,
PAN-VM-300-PERP-BND2-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 5 year, Renewal",
PAN-VM-500-PERP-BASC-PREM-1YR,PALO,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support,
PAN-VM-500-PERP-BASC-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 1 year, Renewal",
PAN-VM-500-PERP-BASC-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support, 3 year",
PAN-VM-500-PERP-BASC-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 3 year, Renewal",
PAN-VM-500-PERP-BASC-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and Premium Support, 5 year",
PAN-VM-500-PERP-BASC-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 5 year, Renewal",
PAN-VM-500-PERP-BASC-PREMUSG-1YR,PALO,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support,
PAN-VM-500-PERP-BASC-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 1 year, Renewal",
PAN-VM-500-PERP-BASC-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support, 3 year",
PAN-VM-500-PERP-BASC-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 3 year, Renewal",
PAN-VM-500-PERP-BASC-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-500 and US Government Premium Support, 5 year",
PAN-VM-500-PERP-BASC-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 5 year, Renewal",
PAN-VM-500-PERP-BND1-PREM-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support",
PAN-VM-500-PERP-BND1-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 1
year, Renewal",
PAN-VM-500-PERP-BND1-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support, 3 year",
PAN-VM-500-PERP-BND1-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 3
year, Renewal",
PAN-VM-500-PERP-BND1-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and Premium
Support, 5 year",
PAN-VM-500-PERP-BND1-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 5
year, Renewal",
PAN-VM-500-PERP-BND1-PREMUSG-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support",
PAN-VM-500-PERP-BND1-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 1 year, Renewal",
PAN-VM-500-PERP-BND1-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support, 3 year",
PAN-VM-500-PERP-BND1-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 3 year, Renewal",
PAN-VM-500-PERP-BND1-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-500, Threat Prevention subscription, and US
Government Premium Support, 5 year",
PAN-VM-500-PERP-BND1-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 5 year, Renewal",
PAN-VM-500-PERP-BND2-PREM-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support",
PAN-VM-500-PERP-BND2-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 3 year",
PAN-VM-500-PERP-BND2-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 3 year, Renewal",
PAN-VM-500-PERP-BND2-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 5 year",
PAN-VM-500-PERP-BND2-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 5 year, Renewal",
PAN-VM-500-PERP-BND2-PREMUSG-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support",
PAN-VM-500-PERP-BND2-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 1 year, Renewal",
PAN-VM-500-PERP-BND2-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 3 year",
PAN-VM-500-PERP-BND2-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 3 year, Renewal",
PAN-VM-500-PERP-BND2-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-500, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 5 year",
PAN-VM-500-PERP-BND2-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 5 year, Renewal",
PAN-VM-700-PERP-BASC-PREM-1YR,PALO,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support,
PAN-VM-700-PERP-BASC-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 1 year, Renewal",
PAN-VM-700-PERP-BASC-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support, 3 year",
PAN-VM-700-PERP-BASC-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 3 year, Renewal",
PAN-VM-700-PERP-BASC-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and Premium Support, 5 year",
PAN-VM-700-PERP-BASC-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes Premium Support, 5 year, Renewal",
PAN-VM-700-PERP-BASC-PREMUSG-1YR,PALO,Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support,
PAN-VM-700-PERP-BASC-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 1 year, Renewal",
PAN-VM-700-PERP-BASC-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support, 3 year",
PAN-VM-700-PERP-BASC-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 3 year, Renewal",
PAN-VM-700-PERP-BASC-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes VM-700 and US Government Premium Support, 5 year",
PAN-VM-700-PERP-BASC-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (Basic) for VM-Series that includes US Government Premium Support, 5 year, Renewal",
PAN-VM-700-PERP-BND1-PREM-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support",
PAN-VM-700-PERP-BND1-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 1
year, Renewal",
PAN-VM-700-PERP-BND1-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support, 3 year",
PAN-VM-700-PERP-BND1-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 3
year, Renewal",
,PALO,,
PAN-VM-700-PERP-BND1-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and Premium
Support, 5 year",
PAN-VM-700-PERP-BND1-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and Premium Support, 5
year, Renewal",
PAN-VM-700-PERP-BND1-PREMUSG-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support",
PAN-VM-700-PERP-BND1-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 1 year, Renewal",
PAN-VM-700-PERP-BND1-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support, 3 year",
PAN-VM-700-PERP-BND1-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 3 year, Renewal",
PAN-VM-700-PERP-BND1-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes VM-700, Threat Prevention subscription, and US
Government Premium Support, 5 year",
PAN-VM-700-PERP-BND1-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND1) for VM-Series that includes Threat Prevention subscription, and US Government
Premium Support, 5 year, Renewal",
PAN-VM-700-PERP-BND2-PREM-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support",
PAN-VM-700-PERP-BND2-PREM-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-PREM-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 3 year",
PAN-VM-700-PERP-BND2-PREM-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 3 year, Renewal",
PAN-VM-700-PERP-BND2-PREM-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and Premium Support, 5 year",
PAN-VM-700-PERP-BND2-PREM-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and Premium Support, 5 year, Renewal",
PAN-VM-700-PERP-BND2-PREMUSG-1YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support",
PAN-VM-700-PERP-BND2-PREMUSG-1YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 1 year, Renewal",
PAN-VM-700-PERP-BND2-PREMUSG-3YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 3 year",
PAN-VM-700-PERP-BND2-PREMUSG-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 3 year, Renewal",
PAN-VM-700-PERP-BND2-PREMUSG-5YR,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes VM-700, Threat Prevention, PANDB URL filtering, Global
Protect and WildFire subscriptions, and US Government Premium Support, 5 year",
PAN-VM-700-PERP-BND2-PREMUSG-5YR-R,PALO,"Palo Alto Networks Perpetual Bundle (BND2) for VM-Series that includes Threat Prevention, PANDB URL filtering, Global Protect and
WildFire subscriptions, and US Government Premium Support, 5 year, Renewal",
PAN-VM-1000-HV-PERP-BND-NSX,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention subscription, and Premium Support",
PAN-VM-1000-HV-PERP-BND-NSX-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention subscription, and Premium Support, Renewal",
PAN-VM-1000-HV-PERP-BND-NSX-3YR,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention subscription, and Premium Support, 3
year",
PAN-VM-1000-HV-PERP-BND-NSX-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention subscription, and Premium Support, 3 year,
Renewal",
PAN-VM-1000-HV-PERP-BND-NSX2,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention, PANDB URL filtering and WildFire
subscriptions, and Premium Support",
PAN-VM-1000-HV-PERP-BND-NSX2-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention, PANDB URL filtering and WildFire subscriptions,
and Premium Support, Renewal",
PAN-VM-1000-HV-PERP-BND-NSX2-3YR,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention, PANDB URL filtering and WildFire
subscriptions, and Premium Support, 3 year",
PAN-VM-1000-HV-PERP-BND-NSX2-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention, PANDB URL filtering and WildFire subscriptions,
and Premium Support, 3 year, Renewal",
PAN-VM-1000-HV-PERP-USG-BND-NSX,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention subscription, and US Government
Support",
PAN-VM-1000-HV-PERP-USG-BND-NSX-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention subscription, and US Government Support, Renewal",
PAN-VM-1000-HV-PERP-USG-BND-NSX-3YR,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention subscription, and US Government
Support, 3 year",
PAN-VM-1000-HV-PERP-USG-BND-NSX-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention subscription, and US Government Support, 3 year,
Renewal",
PAN-VM-1000-HV-PERP-USG-BND-NSX2,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention, PANDB URL filtering and WildFire
subscriptions, and US Government Support",
PAN-VM-1000-HV-PERP-USG-BND-NSX2-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention, PANDB URL filtering and WildFire subscriptions,
and US Government Support, Renewal",
PAN-VM-1000-HV-PERP-USG-BND-NSX2-3YR,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes VM-1000-HV, Threat Prevention, PANDB URL filtering and WildFire
subscriptions, and US Government Support, 3 year",
PAN-VM-1000-HV-PERP-USG-BND-NSX2-3YR-R,PALO,"Palo Alto Networks Perpetual Bundle for VMware NSX includes Threat Prevention, PANDB URL filtering and WildFire subscriptions,
and US Government Support, 3 year, Renewal",
PAN-WF-500,PALO,"Palo Alto Networks WF-500, 2TB RAID storage (4 1TB RAID certified drives preinstalled). 4 post rack mount rails included.",
